source_id,num_bugs,num_mutation_types,categories,mutation_types
tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_acq_rel.c,2,2,target_requires,"CHANGE_CLAUSE, CHANGE_CONSTANT"
tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_seq_cst.c,2,2,target_requires,"CHANGE_CLAUSE, CHANGE_CONSTANT"
tests/5.0/target_simd/test_target_simd_order_concurrent.c,2,1,target_simd,CHANGE_ASSIGNMENT
tests/5.0/target_teams_distribute/test_target_teams_distribute_reduction_add.c,2,2,target_teams_distribute,"CHANGE_ASSIGNMENT, REMOVE_CLAUSE"
tests/5.0/target/test_target_defaultmap_none.c,2,1,target,CHANGE_MAPPING
tests/5.0/target/test_target_in_reduction.c,2,2,target,"CHANGE_CONSTANT, REMOVE_DEPENDENCY"
tests/5.0/target/test_target_imperfect_loop.c,2,2,target,"CHANGE_MAPPING, CHANGE_OPERATOR"
tests/5.0/target/test_target_teams_reduction.c,2,2,target,"CHANGE_CONFIGURATION, REMOVE_CLAUSE"
tests/5.0/target_data/test_target_data_use_device_addr.c,2,2,target_data,"CHANGE_CONSTANT, REMOVE_CONSTRUCT"
tests/5.0/target_data/test_target_data_use_device_ptr.c,2,2,target_data,"CHANGE_OPERATOR, REMOVE_CONSTRUCT"
tests/5.2/ordered/test_ordered_doacross_omp_cur_iteration.c,2,1,ordered,REMOVE_DEPENDENCY
tests/5.0/target_parallel_loop/test_target_parallel_loop_collapse.c,2,2,target_parallel_loop,"CHANGE_ASSIGNMENT, CHANGE_MAPPING"
tests/5.0/target_parallel_loop/test_target_parallel_loop_private.c,2,2,target_parallel_loop,"CHANGE_ASSIGNMENT, CHANGE_CONFIGURATION"
tests/5.0/target_parallel_loop/test_target_parallel_loop_lastprivate.c,2,2,target_parallel_loop,"CHANGE_ASSIGNMENT, CHANGE_CONSTANT"
tests/5.0/target_parallel_loop/test_target_parallel_loop_order.c,2,1,target_parallel_loop,CHANGE_ASSIGNMENT
tests/5.2/declare_target/test_declare_target_enter.c,2,2,declare_target,"CHANGE_CONSTANT, CHANGE_MAPPING"
tests/5.2/declare_target/test_declare_target_enter_device_type_any.c,2,2,declare_target,"CHANGE_CONSTANT, CHANGE_MAPPING"
tests/5.2/declare_target/test_declare_target_enter_device_type_host.c,2,2,declare_target,"CHANGE_CONSTANT, CHANGE_MAPPING"
tests/5.2/ordered/test_ordered_doacross.c,2,1,ordered,REMOVE_DEPENDENCY
tests/4.5/target/test_target_map_pointer_no_map_type_modifier.c,2,2,target,"CHANGE_CONFIGURATION, CHANGE_MAPPING"
tests/5.1/taskloop/test_taskloop_grainsize_strict.c,2,2,taskloop,"CHANGE_LOOP_BOUND, REMOVE_CLAUSE"
tests/5.1/teams/test_teams_set_num_teams.c,2,1,teams,CHANGE_CONFIGURATION
tests/5.1/taskloop/test_taskloop_numtask_strict.c,2,2,taskloop,"CHANGE_LOOP_BOUND, REMOVE_CLAUSE"
tests/4.5/target/test_target_map_pointer.c,2,2,target,"CHANGE_CONFIGURATION, CHANGE_MAPPING"
tests/4.5/target/test_target_map_local_array.c,2,2,target,"CHANGE_CONFIGURATION, CHANGE_MAPPING"
tests/4.5/target/test_target_is_device_ptr.c,2,2,target,"CHANGE_CONFIGURATION, CHANGE_OPERATOR"
tests/4.5/offloading_success.c,2,2,offloading_success.c,"CHANGE_MAPPING, CHANGE_RUNTIME_CALL"
tests/4.5/declare_target/test_declare_target_to_extended_list.c,2,2,declare_target,"CHANGE_ASSIGNMENT, CHANGE_MAPPING"
tests/4.5/declare_target/test_declare_target_link_extended_list.c,2,2,declare_target,"CHANGE_MAPPING, REMOVE_CONSTRUCT"
tests/4.5/declare_target/test_declare_target_extended_list.c,2,2,declare_target,"CHANGE_ASSIGNMENT, CHANGE_MAPPING"
tests/4.5/declare_target/test_declare_target_end_declare_target.c,2,2,declare_target,"CHANGE_ASSIGNMENT, CHANGE_MAPPING"
tests/4.5/target/test_target_device.c,1,1,target,CHANGE_ASSIGNMENT
tests/4.5/target/test_target_device1.c,1,1,target,CHANGE_ASSIGNMENT
tests/4.5/target/test_target_firstprivate.c,1,1,target,CHANGE_CONSTANT
tests/5.1/teams/test_target_teams_thread_limit.c,1,1,teams,CHANGE_CONFIGURATION
tests/5.2/declare_target/test_declare_target_enter_device_type_nohost.c,1,1,declare_target,CHANGE_MAPPING
tests/5.2/declare_target/test_declare_target_enter_device_type_nohost1.c,1,1,declare_target,CHANGE_MAPPING
tests/5.2/scope/test_scope_allocate_construct.c,1,1,scope,REMOVE_CLAUSE
tests/5.2/scope/test_scope_firstprivate_construct.c,1,1,scope,CHANGE_CLAUSE
tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_relaxed.c,1,1,target_requires,REMOVE_SYNCHRONIZATION
tests/5.0/target_simd/test_target_simd_if.c,1,1,target_simd,CHANGE_ASSIGNMENT
tests/5.0/target_simd/test_target_simd_nontemporal.c,1,1,target_simd,CHANGE_ASSIGNMENT
tests/5.0/target/test_target_defaultmap_firstprivate.c,1,1,target,CHANGE_MAPPING
tests/5.0/target/test_target_parallel_default.c,1,1,target,CHANGE_CONSTANT
tests/5.0/target/test_target_task_depend_mutexinoutset.c,1,1,target,CHANGE_ASSIGNMENT
tests/5.0/target_teams_distribute/test_target_teams_distribute_reduction_multiply.c,1,1,target_teams_distribute,CHANGE_ASSIGNMENT
tests/5.0/task/test_task_in_reduction.c,1,1,task,REMOVE_DEPENDENCY
tests/5.0/parallel_for/test_parallel_for_notequals.c,1,1,parallel_for,CHANGE_LOOP_BOUND
tests/5.0/parallel_for_simd/test_parallel_for_simd_atomic.c,1,1,parallel_for_simd,REMOVE_SYNCHRONIZATION
tests/5.0/parallel_master_taskloop_simd/test_parallel_master_taskloop_simd.c,1,1,parallel_master_taskloop_simd,REMOVE_CLAUSE
tests/5.0/requires/test_requires_unified_shared_memory_omp_target_alloc_is_device_ptr.c,1,1,requires,CHANGE_CONFIGURATION
tests/5.0/loop/test_loop_reduction_bitxor.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_bitxor_device.c,1,1,loop,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_max.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_min.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_multiply_device.c,1,1,loop,CHANGE_ASSIGNMENT
tests/5.0/loop/test_loop_reduction_or.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/master_taskloop/test_master_taskloop.c,1,1,master_taskloop,REMOVE_CONSTRUCT
tests/5.0/master_taskloop_simd/test_master_taskloop_simd.c,1,1,master_taskloop_simd,REMOVE_CONSTRUCT
tests/5.0/metadirective/test_metadirective_arch_is_nvidia.c,1,1,metadirective,CHANGE_MAPPING
tests/5.0/parallel_for/test_parallel_for_lastprivate_conditional.c,1,1,parallel_for,CHANGE_CONDITION
tests/5.0/teams/test_teams_distribute_default_none.c,1,1,teams,CHANGE_LOOP_BOUND
tests/5.0/teams_loop/test_target_teams_loop_depend.c,1,1,teams_loop,CHANGE_ASSIGNMENT
tests/5.0/teams_loop/test_target_teams_loop_is_device_ptr.c,1,1,teams_loop,CHANGE_ASSIGNMENT
tests/5.0/teams_loop/test_target_teams_loop_nowait.c,1,1,teams_loop,CHANGE_ASSIGNMENT
tests/5.1/allocate/test_aligned_calloc.c,1,1,allocate,CHANGE_LOOP_BOUND
tests/5.0/loop/test_loop_lastprivate_device.c,1,1,loop,CHANGE_OPERATOR
tests/5.0/loop/test_loop_order_concurrent_device.c,1,1,loop,CHANGE_ASSIGNMENT
tests/5.0/loop/test_loop_reduction_add.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_add_mod.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_and.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_bitand.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/5.0/loop/test_loop_reduction_bitor.c,1,1,loop_reduction,CHANGE_OPERATOR
tests/4.5/taskloop/test_taskloop_num_tasks.c,1,1,taskloop,REMOVE_SYNCHRONIZATION
tests/4.5/taskloop/test_taskloop_simd_shared.c,1,1,taskloop,CHANGE_CLAUSE
tests/5.0/allocate/test_allocate_allocator.c,1,1,allocate,CHANGE_CONFIGURATION
tests/5.0/atomic/test_atomic_hint.c,1,1,atomic,REMOVE_SYNCHRONIZATION
tests/5.0/atomic/test_atomic_num_hint.c,1,1,atomic,REMOVE_SYNCHRONIZATION
tests/5.0/declare_target/test_declare_target_device_type_nohost.c,1,1,declare_target,CHANGE_CONSTANT
tests/5.0/declare_target/test_declare_target_device_type_nohost1.c,1,1,declare_target,CHANGE_MAPPING
tests/5.1/allocate/test_omp_aligned_alloc_host.c,1,1,allocate,CHANGE_LOOP_BOUND
tests/5.1/allocate/test_omp_alloctrait_key.c,1,1,allocate,CHANGE_LOOP_BOUND
tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_thread_limit.c,1,1,target_teams_distribute_parallel_for,CHANGE_CONFIGURATION
tests/4.5/task/test_target_and_task_nowait.c,1,1,task,CHANGE_ASSIGNMENT
tests/4.5/task/test_task_ThrdPrivate.c,1,1,task,CHANGE_CONDITION
tests/4.5/task/test_task_if.c,1,1,task,CHANGE_CONDITION
tests/4.5/task/test_task_lock.c,1,1,task,REMOVE_STATEMENT
tests/4.5/taskloop/test_target_taskloop_shared.c,1,1,taskloop,CHANGE_ASSIGNMENT
tests/4.5/taskloop/test_taskloop_collapse.c,1,1,taskloop,REMOVE_SYNCHRONIZATION
tests/4.5/taskloop/test_taskloop_final.c,1,1,taskloop,CHANGE_CONFIGURATION
tests/4.5/taskloop/test_taskloop_firstprivate.c,1,1,taskloop,CHANGE_CLAUSE
tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_devices.c,1,1,target_teams_distribute_parallel_for,CHANGE_VARIABLE
tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_dist_schedule.c,1,1,target_teams_distribute_parallel_for,CHANGE_RUNTIME_CALL
tests/5.1/default/test_task_default_firstprivate.c,1,1,default,CHANGE_CLAUSE
tests/5.1/default/test_task_target_default_firstprivate.c,1,1,default,CHANGE_CLAUSE
tests/5.1/depend/test_depend_inoutset.c,1,1,depend,REMOVE_CONSTRUCT
tests/5.1/dispatch/test_dispatch.c,1,1,dispatch,CHANGE_ASSIGNMENT
tests/4.5/target_teams_distribute/test_target_teams_distribute_reduction_multiply.c,1,1,target_teams_distribute,CHANGE_ASSIGNMENT
tests/4.5/target_teams_distribute/test_target_teams_distribute_thread_limit.c,1,1,target_teams_distribute,CHANGE_CONFIGURATION
tests/5.1/memory_routines/test_get_mapped_ptr.c,1,1,memory_routines,CHANGE_MAPPING
tests/5.1/metadirective/test_metadirective_device.c,1,1,metadirective,CHANGE_ASSIGNMENT
tests/5.1/metadirective/test_metadirective_nothing.c,1,1,metadirective,CHANGE_MAPPING
tests/5.1/metadirective/test_metadirective_target_device_kind.c,1,1,metadirective,CHANGE_ASSIGNMENT
tests/5.1/metadirective/test_metadirective_target_device_kind_any.c,1,1,metadirective,CHANGE_ASSIGNMENT
tests/5.1/metadirective/test_metadirective_target_device_num.c,1,1,metadirective,CHANGE_ASSIGNMENT
tests/5.1/order/test_taskloop_simd_order_reproducible_device.c,1,1,order,CHANGE_ASSIGNMENT
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_array_section.c,1,1,target_teams_distribute,CHANGE_OPERATOR
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_disjoint_section.c,1,1,target_teams_distribute,CHANGE_OPERATOR
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_in_in.c,1,1,target_teams_distribute,CHANGE_CONSTANT
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_in_out.c,1,1,target_teams_distribute,CHANGE_OPERATOR
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_list.c,1,1,target_teams_distribute,CHANGE_OPERATOR
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_out_in.c,1,1,target_teams_distribute,CHANGE_OPERATOR
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_out_out.c,1,1,target_teams_distribute,CHANGE_OPERATOR
tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_unused_data.c,1,1,target_teams_distribute,CHANGE_OPERATOR
tests/4.5/target_teams_distribute/test_target_teams_distribute_device.c,1,1,target_teams_distribute,CHANGE_MAPPING
tests/4.5/target_enter_exit_data/test_target_enter_exit_data_devices.c,1,1,target_enter_exit_data,CHANGE_MAPPING
tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_malloced_array.c,1,1,target_enter_exit_data,CHANGE_MAPPING
tests/4.5/target/test_target_private.c,1,1,target,CHANGE_CONFIGURATION
tests/4.5/target_data/test_target_data_map_alloc.c,1,1,target_data,CHANGE_RUNTIME_CALL
tests/4.5/target_data/test_target_data_map_devices.c,1,1,target_data,CHANGE_MAPPING
tests/4.5/target_data/test_target_data_pointer_swap.c,1,1,target_data,REMOVE_CONSTRUCT
tests/5.1/scope/test_scope_private_construct.c,1,1,scope,REMOVE_CLAUSE
tests/5.1/target/test_target_defaultmap_present_pointer.c,1,1,target,CHANGE_CONSTANT
tests/5.1/target/test_target_map_with_present_modifier.c,1,1,target,CHANGE_OPERATOR
tests/5.1/target/test_target_memcpy_async_depobj.c,1,1,target,CHANGE_CONSTANT
tests/5.1/target/test_target_memcpy_async_no_obj.c,1,1,target,CHANGE_ASSIGNMENT
tests/5.1/target/test_target_memcpy_rect_async_depobj.c,1,1,target,CHANGE_CONSTANT
tests/5.1/target/test_target_memcpy_rect_async_no_obj.c,1,1,target,CHANGE_CONSTANT
tests/5.1/target/test_target_thread_limit.c,1,1,target,CHANGE_CONFIGURATION
tests/5.1/target_update/test_target_update_to_present.c,1,1,target_update,CHANGE_CONSTANT
tests/4.5/application_kernels/omp_default_device.c,1,1,application_kernels,CHANGE_CONFIGURATION
tests/6.0/target/test_target_data.c,1,1,target,CHANGE_CONSTANT
tests/6.0/target/test_target_teams_groupprivate.c,1,1,target,CHANGE_ASSIGNMENT
tests/6.0/target/test_target_teams_groupprivate_devicetype_any.c,1,1,target,CHANGE_ASSIGNMENT
tests/4.5/application_kernels/mmm_target_parallel_for_simd.c,1,1,application_kernels,CHANGE_MAPPING
tests/6.0/taskgraph/test_taskgraph_id.c,1,1,taskgraph,CHANGE_LOOP_BOUND
tests/6.0/taskgraph/test_taskgraph_nogroup.c,1,1,taskgraph,CHANGE_LOOP_BOUND
tests/6.0/taskgraph/test_taskgraph_reset.c,1,1,taskgraph,CHANGE_LOOP_BOUND
